Sample,Block,SiteCode,Side,Distance_m,Fine_LF,Coarse_LF,Fine_FD_pct,Coarse_FD_pct,Fe_mgkg,Zn_mgkg,Cu_mgkg,Cr_mgkg,Co_mgkg,Ni_mgkg,Mn_mgkg,Pb_mgkg,Cd_mgkg
28,6,L6,L,20.0,88.63967010627127,78.26079043398339,8.695652173913047,8.139534883720927,8193.07466682415,78.81860371267152,41.37677383761915,35.168091026223564,33.23363243602526,68.18104053828301,551.6157309746964,66.80338251994962,15.052303519996274
29,6,L6,L,50.0,74.22002703729557,81.80147058823529,5.952380952380948,3.370786516853942,9990.69692189459,90.2399378767538,34.93682881553654,26.188070542135698,42.11745505277844,62.77246944236187,413.47758955899457,73.99604935092516,5.44379734995945
30,6,L6,L,70.0,130.29176812337136,106.16067138243544,5.73770491803279,6.315789473684225,16474.957342166013,118.87002743484224,46.41350210970464,42.84490145672665,48.41442749939482,77.48119413400653,631.8436244805891,113.1098129189401,5.3657742768299705
31,7,R7,R,1.0,50.20807384449015,37.00097370983447,5.769230769230774,0.0,1724.792948864068,80.8427440290758,33.124334555779015,15.616365951517194,20.768431983385256,34.716557515867656,353.2519002415467,71.75974351364894,7.657758141362215
32,7,L7,L,1.0,159.13238257500413,132.99958395001943,1.630434782608703,2.051282051282048,11447.901691804132,139.66068653568655,45.840235713653435,42.37407836379559,36.56474244709539,75.77626031491367,397.0820144537853,128.71043584213808,6.139211696746432
33,8,R8,R,1.0,48.49479613533779,23.48682665340352,3.84615384615385,8.82352941176471,4207.840673254508,140.67785584179026,22.529866895917944,46.6577966683323,23.266137055915262,48.18165359435135,154.46211381914225,73.75647197802665,9.552899284074858
34,8,R8,R,50.0,131.04687734012282,134.10992335461938,0.7142857142857192,2.9069767441860477,9984.379659196153,121.27897876015439,40.89250191395356,45.894101390372725,33.338572251830044,71.42495150674847,377.2410032870741,130.86759398474373,6.316835691056199
35,8,R8,R,100.0,91.06836198372912,101.98078054520494,4.76190476190475,8.653846153846144,19118.684337528306,64.96335015621244,26.314268417706305,58.691645831132405,45.55214699834912,75.4142841246639,677.5219540057067,89.45012692535141,3.7243383456078103
36,8,R8,R,150.0,90.85856937448726,100.5721873962544,3.883495145631054,5.825242718446602,19268.01655207236,86.80555555555556,51.43748579711213,52.074953007811885,53.27701192073142,80.91730886272916,708.3043668788339,107.97687703593243,4.407778640319558
37,8,R8,R,200.0,94.67822314796486,99.88786174012193,4.545454545454549,3.7735849056603756,23786.317784727253,74.4838059437226,28.705223730065388,61.76220165863024,50.954434237534194,80.49664186351154,774.3606881524069,70.19103063276958,7.9477697029796195
38,8,L8,L,1.0,89.18333545674608,82.54551684395781,3.0612244897959195,-0.9433962264151062,9029.513094553746,127.84925979370425,42.77251112694151,32.76738495247493,33.638595730099,59.725225976265044,301.78833373641805,90.7666186166967,5.78331536650026
39,8,L8,L,50.0,101.73406166367269,99.77827050997783,4.504504504504505,1.1111111111111116,16983.01109611724,138.3352124775174,38.687263174312875,42.85525296710518,34.74048071350631,94.14130775983453,607.2519206301839,72.94662482884269,3.87324237640462
40,8,L8,L,100.0,94.46438692612885,94.33851015907831,2.105263157894741,1.250000000000004,15663.459386887444,106.15761977573904,35.12948554174892,45.10506827669159,41.97397613479642,71.25725441747312,603.663542156839,98.5008763593121,4.330588992786709
41,8,L8,L,150.0,117.78912776655977,104.68497576736672,2.5210084033613502,2.4691358024691383,11942.488949177912,184.36424686424687,57.06318997458238,39.27474209792189,30.829357752434678,46.575885780195776,445.13947789876846,89.38429991061571,3.696664346483841
42,9,R9,R,1.0,85.2263414953945,43.761798524111896,8.65384615384615,5.882352941176463,10852.29420059575,100.20082354529501,36.452004860267316,44.233487819541814,38.523428559880564,45.31952531322087,424.3215378658594,239.81582144912707,4.649714218036505
43,9,L9,L,1.0,115.53011525972565,129.3282901205588,5.673758865248236,6.164383561643839,19089.254327075647,112.58585512976481,32.62727524715882,64.3973492695307,42.38385283093312,67.11668244696459,783.8705317607564,144.664809834806,4.19971540752062
44,10,L10,L,1.0,136.89612352069898,144.7862402141963,1.6393442622950727,2.0100502512562746,5803.281229734767,123.69311491531128,37.58993945808574,47.29726962667977,46.606253663433115,51.88116019401334,201.0030519742473,180.19895435572747,36.4500279366131
